,userId,movieId,rating,title,year,tag,genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_IMAX,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western
1875,18,1221,5.0,"Godfather: Part II, The (1974)",1974,Mafia,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,18,5995,4.5,"Pianist, The (2002)",2002,holocaust,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2009,18,5995,4.5,"Pianist, The (2002)",2002,true story,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2087,18,44665,4.5,Lucky Number Slevin (2006),2006,twist ending,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2103,18,52604,4.5,Fracture (2007),2007,Anthony Hopkins,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2104,18,52604,4.5,Fracture (2007),2007,courtroom drama,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2105,18,52604,4.5,Fracture (2007),2007,twist ending,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2191,18,88094,3.0,Upside Down: The Creation Records Story (2010),2010,britpop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2192,18,88094,3.0,Upside Down: The Creation Records Story (2010),2010,indie record label,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2193,18,88094,3.0,Upside Down: The Creation Records Story (2010),2010,music,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2264,18,144210,4.0,Just Eat It: A Food Waste Story (2014),2014,dumpster diving,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2265,18,144210,4.0,Just Eat It: A Food Waste Story (2014),2014,Sustainability,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3632,21,119141,0.5,The Interview (2014),2014,bloody,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7123,49,109487,4.5,Interstellar (2014),2014,black hole,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7124,49,109487,4.5,Interstellar (2014),2014,sci-fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7125,49,109487,4.5,Interstellar (2014),2014,time-travel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8808,62,2,4.0,Jumanji (1995),1995,fantasy,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8809,62,2,4.0,Jumanji (1995),1995,magic board game,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8810,62,2,4.0,Jumanji (1995),1995,Robin Williams,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8813,62,110,4.5,Braveheart (1995),1995,beautiful scenery,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8814,62,110,4.5,Braveheart (1995),1995,epic,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8815,62,110,4.5,Braveheart (1995),1995,historical,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8816,62,110,4.5,Braveheart (1995),1995,inspirational,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8817,62,110,4.5,Braveheart (1995),1995,Medieval,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8818,62,110,4.5,Braveheart (1995),1995,mel gibson,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8819,62,110,4.5,Braveheart (1995),1995,Oscar (Best Cinematography),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8820,62,110,4.5,Braveheart (1995),1995,revenge,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8821,62,110,4.5,Braveheart (1995),1995,sword fight,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8828,62,410,4.5,Addams Family Values (1993),1993,black comedy,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8829,62,410,4.5,Addams Family Values (1993),1993,Christina Ricci,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8830,62,410,4.5,Addams Family Values (1993),1993,Christopher Lloyd,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8831,62,410,4.5,Addams Family Values (1993),1993,dark comedy,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8832,62,410,4.5,Addams Family Values (1993),1993,family,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8833,62,410,4.5,Addams Family Values (1993),1993,gothic,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8862,62,2023,5.0,"Godfather: Part III, The (1990)",1990,Al Pacino,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8863,62,2023,5.0,"Godfather: Part III, The (1990)",1990,Andy Garcia,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8864,62,2023,5.0,"Godfather: Part III, The (1990)",1990,Classic,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8865,62,2023,5.0,"Godfather: Part III, The (1990)",1990,Francis Ford Coppola,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8866,62,2023,5.0,"Godfather: Part III, The (1990)",1990,mafia,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8869,62,2124,5.0,"Addams Family, The (1991)",1991,black comedy,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8870,62,2124,5.0,"Addams Family, The (1991)",1991,Christina Ricci,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8871,62,2124,5.0,"Addams Family, The (1991)",1991,Christopher Lloyd,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8872,62,2124,5.0,"Addams Family, The (1991)",1991,Family,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8873,62,2124,5.0,"Addams Family, The (1991)",1991,gothic,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8874,62,2124,5.0,"Addams Family, The (1991)",1991,quirky,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8880,62,2953,3.5,Home Alone 2: Lost in New York (1992),1992,family,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8881,62,2953,3.5,Home Alone 2: Lost in New York (1992),1992,funny,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8882,62,2953,3.5,Home Alone 2: Lost in New York (1992),1992,Macaulay Culkin,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8883,62,2953,3.5,Home Alone 2: Lost in New York (1992),1992,sequel,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8886,62,3114,3.0,Toy Story 2 (1999),1999,animation,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8887,62,3114,3.0,Toy Story 2 (1999),1999,Disney,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8888,62,3114,3.0,Toy Story 2 (1999),1999,funny,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8889,62,3114,3.0,Toy Story 2 (1999),1999,original,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8890,62,3114,3.0,Toy Story 2 (1999),1999,Pixar,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8891,62,3114,3.0,Toy Story 2 (1999),1999,sequel,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8892,62,3114,3.0,Toy Story 2 (1999),1999,Tom Hanks,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8895,62,3578,4.5,Gladiator (2000),2000,ancient Rome,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8896,62,3578,4.5,Gladiator (2000),2000,Epic,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8897,62,3578,4.5,Gladiator (2000),2000,history,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8898,62,3578,4.5,Gladiator (2000),2000,imdb top 250,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8899,62,3578,4.5,Gladiator (2000),2000,revenge,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8900,62,3578,4.5,Gladiator (2000),2000,Rome,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8901,62,3578,4.5,Gladiator (2000),2000,Russell Crowe,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8911,62,4223,4.5,Enemy at the Gates (2001),2001,Ed Harris,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8912,62,4223,4.5,Enemy at the Gates (2001),2001,Jude Law,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8913,62,4223,4.5,Enemy at the Gates (2001),2001,Rachel Weisz,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8914,62,4223,4.5,Enemy at the Gates (2001),2001,sniper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8915,62,4223,4.5,Enemy at the Gates (2001),2001,World War II,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8929,62,5388,4.5,Insomnia (2002),2002,Al Pacino,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8930,62,5388,4.5,Insomnia (2002),2002,atmospheric,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8931,62,5388,4.5,Insomnia (2002),2002,Hilary Swank,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8932,62,5388,4.5,Insomnia (2002),2002,Robin Williams,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8943,62,6058,3.5,Final Destination 2 (2003),2003,sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8944,62,6058,3.5,Final Destination 2 (2003),2003,violent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8948,62,6534,3.5,Hulk (2003),2003,dogs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8949,62,6534,3.5,Hulk (2003),2003,Eric Bana,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8950,62,6534,3.5,Hulk (2003),2003,mad scientist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8951,62,6534,3.5,Hulk (2003),2003,marvel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8953,62,6541,3.5,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2003,captain nemo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8954,62,6541,3.5,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2003,comic book,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8955,62,6541,3.5,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2003,gothic,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8956,62,6541,3.5,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2003,Peta Wilson,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8957,62,6541,3.5,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2003,Sean Connery,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8958,62,6541,3.5,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2003,superhero,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8959,62,6564,3.5,Lara Croft Tomb Raider: The Cradle of Life (2003),2003,adventure,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8960,62,6564,3.5,Lara Croft Tomb Raider: The Cradle of Life (2003),2003,Angelina Jolie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8961,62,6564,3.5,Lara Croft Tomb Raider: The Cradle of Life (2003),2003,heroine in tight suit,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8966,62,7153,5.0,"Lord of the Rings: The Return of the King, The (2003)",2003,Adventure,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8967,62,7153,5.0,"Lord of the Rings: The Return of the King, The (2003)",2003,ensemble cast,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8968,62,7153,5.0,"Lord of the Rings: The Return of the King, The (2003)",2003,fantasy,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8969,62,7153,5.0,"Lord of the Rings: The Return of the King, The (2003)",2003,fantasy world,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8970,62,7153,5.0,"Lord of the Rings: The Return of the King, The (2003)",2003,great soundtrack,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8971,62,7153,5.0,"Lord of the Rings: The Return of the King, The (2003)",2003,lord of the rings,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8972,62,7153,5.0,"Lord of the Rings: The Return of the King, The (2003)",2003,scenic,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8973,62,7153,5.0,"Lord of the Rings: The Return of the King, The (2003)",2003,stylized,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8974,62,7153,5.0,"Lord of the Rings: The Return of the King, The (2003)",2003,Tolkien,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8986,62,8641,4.0,Anchorman: The Legend of Ron Burgundy (2004),2004,hilarious,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8987,62,8641,4.0,Anchorman: The Legend of Ron Burgundy (2004),2004,Steve Carell,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8988,62,8641,4.0,Anchorman: The Legend of Ron Burgundy (2004),2004,Will Ferrell,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8994,62,27660,4.5,"Animatrix, The (2003)",2003,animation,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8995,62,27660,4.5,"Animatrix, The (2003)",2003,anime,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8996,62,27660,4.5,"Animatrix, The (2003)",2003,cyberpunk,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8997,62,27660,4.5,"Animatrix, The (2003)",2003,dark,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8998,62,27660,4.5,"Animatrix, The (2003)",2003,Matrix,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8999,62,27660,4.5,"Animatrix, The (2003)",2003,sci-fi,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9000,62,27706,4.0,Lemony Snicket's A Series of Unfortunate Events (2004),2004,dark comedy,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9001,62,27706,4.0,Lemony Snicket's A Series of Unfortunate Events (2004),2004,Jim Carrey,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9002,62,27706,4.0,Lemony Snicket's A Series of Unfortunate Events (2004),2004,meryl streep,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9003,62,27706,4.0,Lemony Snicket's A Series of Unfortunate Events (2004),2004,quirky,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9004,62,27706,4.0,Lemony Snicket's A Series of Unfortunate Events (2004),2004,stylized,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9005,62,27808,4.0,Spanglish (2004),2004,Adam Sandler,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9006,62,27808,4.0,Spanglish (2004),2004,family,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9007,62,27808,4.0,Spanglish (2004),2004,sweet,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9008,62,27831,4.5,Layer Cake (2004),2004,British gangster,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9009,62,27831,4.5,Layer Cake (2004),2004,confusing,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9010,62,27831,4.5,Layer Cake (2004),2004,daniel craig,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9011,62,27831,4.5,Layer Cake (2004),2004,Exquisite plotting.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9012,62,27831,4.5,Layer Cake (2004),2004,organized crime,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9013,62,27831,4.5,Layer Cake (2004),2004,stylish,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9014,62,27831,4.5,Layer Cake (2004),2004,Tom Hardy,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9016,62,31658,3.5,Howl's Moving Castle (Hauru no ugoku shiro) (2004),2004,anime,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9017,62,31658,3.5,Howl's Moving Castle (Hauru no ugoku shiro) (2004),2004,fantasy world,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9018,62,31658,3.5,Howl's Moving Castle (Hauru no ugoku shiro) (2004),2004,Hayao Miyazaki,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9019,62,31658,3.5,Howl's Moving Castle (Hauru no ugoku shiro) (2004),2004,Studio Ghibli,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9022,62,33162,4.0,Kingdom of Heaven (2005),2005,David Thewlis,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9023,62,33162,4.0,Kingdom of Heaven (2005),2005,Eva Green,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9024,62,33162,4.0,Kingdom of Heaven (2005),2005,Liam Neeson,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9025,62,33162,4.0,Kingdom of Heaven (2005),2005,Orlando Bloom,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9030,62,34150,3.0,Fantastic Four (2005),2005,Chris Evans,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9031,62,34150,3.0,Fantastic Four (2005),2005,comic book,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9032,62,34150,3.0,Fantastic Four (2005),2005,heroine in tight suit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9033,62,34150,3.0,Fantastic Four (2005),2005,Jessica Alba,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9034,62,34150,3.0,Fantastic Four (2005),2005,sexy female scientist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9035,62,34150,3.0,Fantastic Four (2005),2005,superhero,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9037,62,37729,4.0,Corpse Bride (2005),2005,gothic,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
9038,62,37729,4.0,Corpse Bride (2005),2005,helena bonham carter,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
9039,62,37729,4.0,Corpse Bride (2005),2005,Johnny Depp,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
9040,62,37729,4.0,Corpse Bride (2005),2005,Tim Burton,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
9041,62,37729,4.0,Corpse Bride (2005),2005,visually appealing,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
9043,62,38061,4.0,Kiss Kiss Bang Bang (2005),2005,black comedy,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
9044,62,38061,4.0,Kiss Kiss Bang Bang (2005),2005,clever,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
9045,62,38061,4.0,Kiss Kiss Bang Bang (2005),2005,fast-paced dialogue,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
9046,62,38061,4.0,Kiss Kiss Bang Bang (2005),2005,good dialogue,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
9047,62,38061,4.0,Kiss Kiss Bang Bang (2005),2005,Robert Downey Jr.,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
9048,62,38061,4.0,Kiss Kiss Bang Bang (2005),2005,witty,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
9053,62,45447,3.5,"Da Vinci Code, The (2006)",2006,adventure,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9054,62,45447,3.5,"Da Vinci Code, The (2006)",2006,Audrey Tautou,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9055,62,45447,3.5,"Da Vinci Code, The (2006)",2006,conspiracy theory,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9056,62,45447,3.5,"Da Vinci Code, The (2006)",2006,Mystery,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9057,62,45447,3.5,"Da Vinci Code, The (2006)",2006,Paris,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9058,62,45447,3.5,"Da Vinci Code, The (2006)",2006,Tom Hanks,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9059,62,45447,3.5,"Da Vinci Code, The (2006)",2006,treasure hunt,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9063,62,46723,3.0,Babel (2006),2006,Brad Pitt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9064,62,46723,3.0,Babel (2006),2006,cate blanchett,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9065,62,46723,3.0,Babel (2006),2006,multiple storylines,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9066,62,46723,3.0,Babel (2006),2006,social commentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9067,62,46972,4.0,Night at the Museum (2006),2006,Ben Stiller,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9068,62,46972,4.0,Night at the Museum (2006),2006,Robin Williams,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9069,62,46976,4.0,Stranger than Fiction (2006),2006,emma thompson,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9070,62,46976,4.0,Stranger than Fiction (2006),2006,Maggie Gyllenhaal,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9071,62,46976,4.0,Stranger than Fiction (2006),2006,modern fantasy,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9072,62,46976,4.0,Stranger than Fiction (2006),2006,romance,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9073,62,46976,4.0,Stranger than Fiction (2006),2006,surreal,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9074,62,46976,4.0,Stranger than Fiction (2006),2006,Will Ferrell,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9082,62,49130,4.0,"Good Year, A (2006)",2006,Marion Cotillard,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9084,62,49530,4.5,Blood Diamond (2006),2006,Africa,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
9085,62,49530,4.5,Blood Diamond (2006),2006,corruption,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
9086,62,49530,4.5,Blood Diamond (2006),2006,Jennifer Connelly,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
9087,62,49530,4.5,Blood Diamond (2006),2006,justice,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
9088,62,49530,4.5,Blood Diamond (2006),2006,Leonardo DiCaprio,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
9099,62,53464,3.0,Fantastic Four: Rise of the Silver Surfer (2007),2007,bad acting,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9100,62,53464,3.0,Fantastic Four: Rise of the Silver Surfer (2007),2007,bad jokes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
